"","commongenes"
"5258","NUAK2"
"5259","NUB1"
"5260","NUBP1"
"5261","NUBP2"
"5262","NUBPL"
"5263","NUCB1"
"5264","NUCB2"
"5265","NUCKS1"
"5266","NUDC"
"5267","NUDCD3"
"5268","NUDT1"
"5269","NUDT11"
"5270","NUDT12"
"5271","NUDT14"
"5272","NUDT15"
"5273","NUDT16"
"5274","NUDT16L1"
"5275","NUDT16L2P"
"5276","NUDT18"
"5277","NUDT2"
"5278","NUDT22"
"5279","NUDT3"
"5280","NUDT4"
"5281","NUDT5"
"5282","NUDT6"
"5283","NUF2"
"5284","NUFIP2"
"5285","NUMB"
"5286","NUP107"
"5287","NUP133"
"5288","NUP153"
"5289","NUP160"
"5290","NUP188"
"5291","NUP205"
"5292","NUP210"
"5293","NUP214"
"5294","NUP35"
"5295","NUP37"
"5296","NUP42"
"5297","NUP43"
"5298","NUP62"
"5299","NUP85"
"5300","NUP88"
"5301","NUP93"
"5302","NUP98"
"5303","NUPR1"
"5304","NUS1"
"5305","NUSAP1"
"5306","NUTF2"
"5307","NVL"
"5308","NXF1"
"5309","NXN"
"5310","NXPE3"
"5311","NXT1"
"5312","NXT2"
"5313","OAF"
"5314","OARD1"
"5315","OAS1"
"5316","OAS2"
"5317","OASL"
"5318","OAT"
"5319","OAZ1"
"5320","OBI1"
"5321","OCEL1"
"5322","OCIAD1"
"5323","OCIAD2"
"5324","OCRL"
"5325","ODC1"
"5326","ODF2"
"5327","ODF2L"
"5328","ODF3B"
"5329","OFD1"
"5330","OGDH"
"5331","OGFOD2"
"5332","OGFOD3"
"5333","OGFR"
"5334","OGFRL1"
"5335","OGG1"
"5336","OGT"
"5337","OIP5"
"5338","OLFM1"
"5339","OLFM4"
"5340","OLFML1"
"5341","OLFML2A"
"5342","OLFML2B"
"5343","OLFML3"
"5344","OLR1"
"5345","OMA1"
"5346","OMD"
"5347","OPA1"
"5348","OPA3"
"5349","OPHN1"
"5350","OPLAH"
"5351","OPTN"
"5352","ORAI1"
"5353","ORAI3"
"5354","ORC2"
"5355","ORC3"
"5356","ORC4"
"5357","ORC6"
"5358","ORMDL2"
"5359","ORMDL3"
"5360","OS9"
"5361","OSBP"
"5362","OSBP2"
"5363","OSBPL10"
"5364","OSBPL1A"
"5365","OSBPL2"
"5366","OSBPL3"
"5367","OSBPL7"
"5368","OSBPL8"
"5369","OSCP1"
"5370","OSER1"
"5371","OSGEP"
"5372","OSM"
"5373","OSMR"
"5374","OSTC"
"5375","OSTF1"
"5376","OTUB1"
"5377","OTUD4"
"5378","OTUD5"
"5379","OTUD6B"
"5380","OTULIN"
"5381","OTULINL"
"5382","OVCA2"
"5383","OVGP1"
"5384","OXA1L"
"5385","OXCT1"
"5386","OXER1"
"5387","OXLD1"
"5388","OXNAD1"
"5389","OXR1"
"5390","OXSM"
"5391","OXSR1"
"5392","OXT"
"5393","OXTR"
"5394","P2RX1"
"5395","P2RX5"
"5396","P2RX7"
"5397","P2RY6"
"5398","P2RY8"
"5399","P3H1"
"5400","P3H2"
"5401","P3H3"
"5402","P3H4"
"5403","P4HA1"
"5404","P4HA2"
"5405","P4HTM"
"5406","PA2G4"
"5407","PAAF1"
"5408","PABPC1"
"5409","PABPC4"
"5410","PABPN1"
"5411","PACS1"
"5412","PACS2"
"5413","PACSIN2"
"5414","PACSIN3"
"5415","PAF1"
"5416","PAFAH1B1"
"5417","PAFAH1B2"
"5418","PAFAH1B3"
"5419","PAFAH2"
"5420","PAG1"
"5421","PAGR1"
"5422","PAICS"
"5423","PAIP2"
"5424","PAK1"
"5425","PAK1IP1"
"5426","PAK2"
"5427","PAK4"
"5428","PALB2"
"5429","PALD1"
"5430","PALLD"
"5431","PALM"
"5432","PAM"
"5433","PAM16"
"5434","PAN2"
"5435","PAN3"
"5436","PANK1"
"5437","PANK3"
"5438","PANK4"
"5439","PANX1"
"5440","PANX2"
"5441","PAOX"
"5442","PAPLN"
"5443","PAPOLA"
"5444","PAPOLG"
"5445","PAPSS1"
"5446","PAPSS2"
"5447","PAQR4"
"5448","PAQR7"
"5449","PAQR8"
"5450","PARD3"
"5451","PARD6A"
"5452","PARD6B"
"5453","PARG"
"5454","PARK7"
"5455","PARL"
"5456","PARN"
"5457","PARP1"
"5458","PARP10"
"5459","PARP12"
"5460","PARP14"
"5461","PARP16"
"5462","PARP2"
"5463","PARP3"
"5464","PARP4"
"5465","PARS2"
"5466","PARVB"
"5467","PARVG"
"5468","PASK"
"5469","PATJ"
"5470","PATL1"
"5471","PAXBP1"
"5472","PAXIP1"
"5473","PAXX"
"5474","PBDC1"
"5475","PBK"
"5476","PBLD"
"5477","PBRM1"
"5478","PBX1"
"5479","PBX2"
"5480","PBX3"
"5481","PBX4"
"5482","PBXIP1"
"5483","PC"
"5484","PCBD1"
"5485","PCBP1"
"5486","PCBP2"
"5487","PCBP3"
"5488","PCCB"
"5489","PCDH1"
"5490","PCDH12"
"5491","PCDH17"
"5492","PCDH18"
"5493","PCDHB14"
"5494","PCDHGB2"
"5495","PCDHGB4"
"5496","PCDHGB6"
"5497","PCDHGC3"
"5498","PCED1A"
"5499","PCED1B"
"5500","PCGF1"
"5501","PCGF2"
"5502","PCGF5"
"5503","PCGF6"
"5504","PCID2"
"5505","PCIF1"
"5506","PCK2"
"5507","PCLAF"
"5508","PCM1"
"5509","PCMT1"
"5510","PCMTD1"
"5511","PCMTD2"
"5512","PCNA"
"5513","PCNP"
"5514","PCNT"
"5515","PCOLCE"
"5516","PCSK1N"
"5517","PCSK4"
"5518","PCSK7"
"5519","PCTP"
"5520","PCYOX1"
"5521","PDCD10"
"5522","PDCD2"
"5523","PDCD2L"
"5524","PDCD4"
"5525","PDCD5"
"5526","PDCD6"
"5527","PDCD7"
"5528","PDCL"
"5529","PDCL3"
"5530","PDE12"
"5531","PDE1B"
"5532","PDE2A"
"5533","PDE3A"
"5534","PDE3B"
"5535","PDE4C"
"5536","PDE4DIP"
"5537","PDE6D"
"5538","PDE6G"
"5539","PDE7A"
"5540","PDE8A"
"5541","PDF"
"5542","PDGFA"
"5543","PDGFC"
"5544","PDGFD"
"5545","PDGFRA"
"5546","PDGFRB"
"5547","PDGFRL"
"5548","PDHA1"
"5549","PDHB"
"5550","PDHX"
"5551","PDIA3"
"5552","PDIA4"
"5553","PDIA5"
"5554","PDIA6"
"5555","PDIK1L"
"5556","PDK1"
"5557","PDK2"
"5558","PDK3"
"5559","PDK4"
"5560","PDLIM1"
"5561","PDLIM5"
"5562","PDLIM7"
"5563","PDP1"
"5564","PDPK1"
"5565","PDPR"
"5566","PDRG1"
"5567","PDS5A"
"5568","PDSS2"
"5569","PDXK"
"5570","PDXP"
"5571","PDZD3"
"5572","PDZD4"
"5573","PDZD8"
"5574","PDZK1IP1"
"5575","PDZRN3"
"5576","PEA15"
"5577","PEBP1"
"5578","PECAM1"
"5579","PECR"
"5580","PEDS1"
"5581","PEDS1-UBE2V1"
"5582","PEF1"
"5583","PELI1"
"5584","PELI3"
"5585","PELO"
"5586","PELP1"
"5587","PEPD"
"5588","PER1"
"5589","PER2"
"5590","PERP"
"5591","PES1"
"5592","PEX1"
"5593","PEX11A"
"5594","PEX11B"
"5595","PEX11G"
"5596","PEX13"
"5597","PEX14"
"5598","PEX16"
"5599","PEX19"
"5600","PEX2"
"5601","PEX26"
"5602","PEX3"
"5603","PEX5"
"5604","PEX6"
"5605","PEX7"
"5606","PFAS"
"5607","PFDN1"
"5608","PFDN4"
"5609","PFDN5"
"5610","PFDN6"
"5611","PFKFB2"
"5612","PFKFB3"
"5613","PFKFB4"
"5614","PFKL"
"5615","PFKM"
"5616","PFKP"
"5617","PFN1"
"5618","PGAM1"
"5619","PGAM5"
"5620","PGAP2"
"5621","PGAP3"
"5622","PGAP6"
"5623","PGBD2"
"5624","PGC"
"5625","PGD"
"5626","PGF"
"5627","PGGHG"
"5628","PGGT1B"
"5629","PGK1"
"5630","PGLS"
"5631","PGM1"
"5632","PGM3"
"5633","PGPEP1"
"5634","PGRMC1"
"5635","PGRMC2"
"5636","PHACTR2"
"5637","PHACTR4"
"5638","PHB"
"5639","PHB2"
"5640","PHC1"
"5641","PHC3"
"5642","PHETA1"
"5643","PHF1"
"5644","PHF10"
"5645","PHF11"
"5646","PHF12"
"5647","PHF13"
"5648","PHF14"
"5649","PHF19"
"5650","PHF2"
"5651","PHF20"
"5652","PHF21A"
"5653","PHF23"
"5654","PHF3"
"5655","PHF5A"
"5656","PHGDH"
"5657","PHIP"
"5658","PHKA1"
"5659","PHKA2"
"5660","PHKB"
"5661","PHLDA1"
"5662","PHLDA2"
"5663","PHLDA3"
"5664","PHLDB1"
"5665","PHLPP2"
"5666","PHPT1"
"5667","PHRF1"
"5668","PHTF1"
"5669","PHTF2"
"5670","PHYH"
"5671","PHYHIP"
"5672","PHYKPL"
"5673","PI15"
"5674","PI16"
"5675","PI3"
"5676","PI4K2A"
"5677","PI4K2B"
"5678","PI4KA"
"5679","PI4KB"
"5680","PIAS1"
"5681","PIAS2"
"5682","PIAS3"
"5683","PIAS4"
"5684","PIBF1"
"5685","PICALM"
"5686","PICK1"
"5687","PIEZO1"
"5688","PIGA"
"5689","PIGB"
"5690","PIGC"
"5691","PIGF"
"5692","PIGG"
"5693","PIGK"
"5694","PIGM"
"5695","PIGN"
"5696","PIGO"
"5697","PIGP"
"5698","PIGQ"
"5699","PIGR"
"5700","PIGS"
"5701","PIGT"
"5702","PIGU"
"5703","PIGV"
"5704","PIGW"
"5705","PIGX"
"5706","PIGY"
"5707","PIGZ"
"5708","PIH1D1"
"5709","PIK3C2A"
"5710","PIK3C2B"
"5711","PIK3CB"
"5712","PIK3CD"
"5713","PIK3IP1"
"5714","PIK3R2"
"5715","PIKFYVE"
"5716","PILRA"
"5717","PIM1"
"5718","PIM2"
"5719","PIN1"
"5720","PINK1"
"5721","PINX1"
"5722","PIP4K2A"
"5723","PIP4K2B"
"5724","PIP4K2C"
"5725","PIP4P1"
"5726","PIP5K1A"
"5727","PIP5K1B"
"5728","PIP5K1C"
"5729","PIR"
"5730","PISD"
"5731","PITHD1"
"5732","PITPNA"
"5733","PITPNB"
"5734","PITPNC1"
"5735","PITPNM1"
"5736","PITRM1"
"5737","PITX1"
"5738","PIWIL4"
"5739","PJA2"
"5740","PKDCC"
"5741","PKIG"
"5742","PKM"
"5743","PKMYT1"
"5744","PKN2"
"5745","PKN3"
"5746","PKNOX1"
"5747","PKP2"
"5748","PKP4"
"5749","PLA1A"
"5750","PLA2G10"
"5751","PLA2G12A"
"5752","PLA2G15"
"5753","PLA2G4C"
"5754","PLA2G6"
"5755","PLA2G7"
"5756","PLAA"
"5757","PLAAT3"
"5758","PLAAT4"
"5759","PLAC8"
"5760","PLAC9"
"5761","PLAGL1"
"5762","PLAGL2"
"5763","PLAT"
"5764","PLAU"
"5765","PLAUR"
"5766","PLBD1"
"5767","PLBD2"
"5768","PLCB2"
"5769","PLCB3"
"5770","PLCB4"
"5771","PLCD1"
"5772","PLCD3"
"5773","PLCG1"
"5774","PLCL2"
"5775","PLCXD1"
"5776","PLD1"
"5777","PLD2"
"5778","PLD3"
"5779","PLD6"
"5780","PLEK"
"5781","PLEK2"
"5782","PLEKHA1"
"5783","PLEKHA3"
"5784","PLEKHA4"
"5785","PLEKHA5"
"5786","PLEKHA6"
"5787","PLEKHA7"
"5788","PLEKHA8P1"
"5789","PLEKHB1"
"5790","PLEKHF1"
"5791","PLEKHF2"
"5792","PLEKHG2"
"5793","PLEKHG3"
"5794","PLEKHG4"
"5795","PLEKHG6"
"5796","PLEKHH1"
"5797","PLEKHM1"
"5798","PLEKHN1"
"5799","PLEKHO1"
"5800","PLEKHO2"
"5801","PLEKHS1"
"5802","PLGRKT"
"5803","PLIN2"
"5804","PLIN3"
"5805","PLIN5"
"5806","PLK1"
"5807","PLK3"
"5808","PLK4"
"5809","PLLP"
"5810","PLOD1"
"5811","PLOD2"
"5812","PLOD3"
"5813","PLP2"
"5814","PLPBP"
"5815","PLPP1"
"5816","PLPP2"
"5817","PLPP3"
"5818","PLPP5"
"5819","PLPP7"
"5820","PLPPR2"
"5821","PLRG1"
"5822","PLS1"
"5823","PLS3"
"5824","PLSCR1"
"5825","PLSCR3"
"5826","PLSCR4"
"5827","PLTP"
"5828","PLVAP"
"5829","PLXDC2"
"5830","PLXNA1"
"5831","PLXNB1"
"5832","PM20D2"
"5833","PMAIP1"
"5834","PMEL"
"5835","PMEPA1"
"5836","PML"
"5837","PMM1"
"5838","PMM2"
"5839","PMP22"
"5840","PMPCA"
"5841","PMPCB"
"5842","PMS2P3"
"5843","PMS2P5"
"5844","PMVK"
"5845","PNCK"
"5846","PNISR"
"5847","PNKP"
"5848","PNMA1"
"5849","PNMA3"
"5850","PNMA8A"
"5851","PNN"
"5852","PNO1"
"5853","PNOC"
"5854","PNP"
"5855","PNPLA2"
"5856","PNPLA6"
"5857","PNPLA8"
"5858","PNPO"
"5859","PNPT1"
"5860","PNRC1"
"5861","PNRC2"
"5862","POC1A"
"5863","POC5"
"5864","PODN"
"5865","PODXL"
"5866","POFUT1"
"5867","POFUT2"
"5868","POGK"
"5869","POGLUT1"
"5870","POGLUT2"
"5871","POGLUT3"
"5872","POGZ"
"5873","POLA1"
"5874","POLA2"
"5875","POLD1"
"5876","POLD3"
"5877","POLD4"
"5878","POLDIP2"
"5879","POLDIP3"
"5880","POLE"
"5881","POLE3"
"5882","POLE4"
"5883","POLG"
"5884","POLG2"
"5885","POLI"
"5886","POLK"
"5887","POLL"
"5888","POLM"
"5889","POLN"
"5890","POLQ"
"5891","POLR1A"
"5892","POLR1C"
"5893","POLR1D"
"5894","POLR1E"
"5895","POLR1F"
"5896","POLR1G"
"5897","POLR1H"
"5898","POLR2A"
"5899","POLR2B"
"5900","POLR2C"
"5901","POLR2D"
"5902","POLR2F"
"5903","POLR2G"
"5904","POLR2H"
"5905","POLR2I"
"5906","POLR2J3"
"5907","POLR2K"
"5908","POLR2L"
"5909","POLR3A"
"5910","POLR3C"
"5911","POLR3D"
"5912","POLR3F"
"5913","POLR3GL"
"5914","POLR3K"
"5915","POMGNT2"
"5916","POMK"
"5917","POMT1"
"5918","POMT2"
"5919","POMZP3"
"5920","PON2"
"5921","POP1"
"5922","POP4"
"5923","POP5"
"5924","POP7"
"5925","POPDC2"
"5926","POR"
"5927","PORCN"
"5928","POSTN"
"5929","POU2AF1"
"5930","POU2F1"
"5931","PPA1"
"5932","PPA2"
"5933","PPAN"
"5934","PPARD"
"5935","PPARGC1B"
"5936","PPAT"
"5937","PPCDC"
"5938","PPCS"
"5939","PPDPF"
"5940","PPFIA1"
"5941","PPFIBP1"
"5942","PPFIBP2"
"5943","PPHLN1"
"5944","PPIA"
"5945","PPIB"
"5946","PPIC"
"5947","PPID"
"5948","PPIE"
"5949","PPIF"
"5950","PPIG"
"5951","PPIH"
"5952","PPIL1"
"5953","PPIL2"
"5954","PPIL3"
"5955","PPIP5K1"
"5956","PPL"
"5957","PPM1A"
"5958","PPM1B"
"5959","PPM1F"
"5960","PPM1K"
"5961","PPM1L"
"5962","PPM1M"
"5963","PPME1"
"5964","PPP1CA"
"5965","PPP1CB"
"5966","PPP1CC"
"5967","PPP1R10"
"5968","PPP1R11"
"5969","PPP1R12C"
"5970","PPP1R13B"
"5971","PPP1R13L"
"5972","PPP1R14A"
"5973","PPP1R14B"
"5974","PPP1R14D"
"5975","PPP1R15A"
"5976","PPP1R15B"
"5977","PPP1R16A"
"5978","PPP1R16B"
"5979","PPP1R2"
"5980","PPP1R21"
"5981","PPP1R26"
"5982","PPP1R35"
"5983","PPP1R3B"
"5984","PPP1R3D"
"5985","PPP1R7"
"5986","PPP1R9A"
"5987","PPP2CA"
"5988","PPP2CB"
"5989","PPP2R1A"
"5990","PPP2R1B"
"5991","PPP2R2A"
"5992","PPP2R2D"
"5993","PPP2R3A"
"5994","PPP2R3B"
"5995","PPP2R3C"
"5996","PPP2R5A"
"5997","PPP2R5B"
"5998","PPP2R5C"
"5999","PPP2R5E"
"6000","PPP3CA"
"6001","PPP3CB"
"6002","PPP3R1"
"6003","PPP4R1"
"6004","PPP4R2"
"6005","PPP6C"
"6006","PPP6R1"
"6007","PPP6R3"
"6008","PPRC1"
"6009","PPT1"
"6010","PPTC7"
"6011","PQBP1"
"6012","PRAF2"
"6013","PRAP1"
"6014","PRC1"
"6015","PRCC"
"6016","PRDM1"
"6017","PRDM4"
"6018","PRDX1"
"6019","PRDX3"
"6020","PRDX4"
"6021","PRDX5"
"6022","PRDX6"
"6023","PREB"
"6024","PRELID1"
"6025","PRELID2"
"6026","PRELID3B"
"6027","PRELP"
"6028","PREPL"
"6029","PREX1"
"6030","PRF1"
"6031","PRH1"
"6032","PRICKLE1"
"6033","PRICKLE2"
"6034","PRICKLE3"
"6035","PRICKLE4"
"6036","PRIM1"
"6037","PRKAA1"
"6038","PRKAB1"
"6039","PRKAB2"
"6040","PRKACA"
"6041","PRKAG1"
"6042","PRKAG2"
"6043","PRKAR1A"
"6044","PRKAR1B"
"6045","PRKAR2A"
"6046","PRKCA"
"6047","PRKCG"
"6048","PRKCH"
"6049","PRKCI"
"6050","PRKCQ"
"6051","PRKCSH"
"6052","PRKD2"
"6053","PRKD3"
"6054","PRKDC"
"6055","PRKRIP1"
"6056","PRKX"
"6057","PRKY"
"6058","PRMT1"
"6059","PRMT2"
"6060","PRMT5"
"6061","PRMT7"
"6062","PRMT9"
"6063","PRNP"
"6064","PROC"
"6065","PROCA1"
"6066","PROCR"
"6067","PRODH"
"6068","PROM1"
"6069","PROM2"
"6070","PRORP"
"6071","PRORSD1P"
"6072","PROS1"
"6073","PROSER1"
"6074","PROSER2"
"6075","PROSER3"
"6076","PRPF18"
"6077","PRPF19"
"6078","PRPF3"
"6079","PRPF31"
"6080","PRPF38A"
"6081","PRPF38B"
"6082","PRPF39"
"6083","PRPF4"
"6084","PRPF6"
"6085","PRPF8"
"6086","PRPH"
"6087","PRPS1"
"6088","PRPS2"
"6089","PRPSAP1"
"6090","PRPSAP2"
"6091","PRR11"
"6092","PRR13"
"6093","PRR14"
"6094","PRR15L"
"6095","PRR16"
"6096","PRR3"
"6097","PRR5"
"6098","PRRC1"
"6099","PRRC2A"
"6100","PRRC2C"
"6101","PRRG1"
"6102","PRRG2"
"6103","PRRT3"
"6104","PRRX1"
"6105","PRSS23"
"6106","PRSS3"
"6107","PRSS8"
"6108","PRTFDC1"
"6109","PRUNE1"
"6110","PRXL2A"
"6111","PRXL2C"
"6112","PSAP"
"6113","PSAT1"
"6114","PSCA"
"6115","PSD3"
"6116","PSD4"
"6117","PSEN2"
"6118","PSENEN"
"6119","PSIP1"
"6120","PSKH1"
"6121","PSMA1"
"6122","PSMA2"
"6123","PSMA3"
"6124","PSMA4"
"6125","PSMA5"
"6126","PSMA6"
"6127","PSMB1"
"6128","PSMB10"
"6129","PSMB2"
"6130","PSMB3"
"6131","PSMB4"
"6132","PSMB5"
"6133","PSMB6"
"6134","PSMB7"
"6135","PSMB8"
"6136","PSMB9"
"6137","PSMC1"
"6138","PSMC2"
"6139","PSMC3"
"6140","PSMC4"
"6141","PSMC5"
"6142","PSMC6"
"6143","PSMD1"
"6144","PSMD10"
"6145","PSMD13"
"6146","PSMD14"
"6147","PSMD2"
"6148","PSMD3"
"6149","PSMD5"
"6150","PSMD6"
"6151","PSMD7"
"6152","PSMD8"
"6153","PSME1"
"6154","PSME2"
"6155","PSME3"
"6156","PSME4"
"6157","PSMG1"
"6158","PSMG2"
"6159","PSMG3"
"6160","PSPC1"
"6161","PSPH"
"6162","PSRC1"
"6163","PSTPIP2"
"6164","PTAFR"
"6165","PTBP1"
"6166","PTBP3"
"6167","PTCD1"
"6168","PTCD2"
"6169","PTCD3"
"6170","PTCH1"
"6171","PTDSS1"
"6172","PTDSS2"
"6173","PTEN"
"6174","PTGDS"
"6175","PTGER1"
"6176","PTGER2"
"6177","PTGER4"
"6178","PTGES2"
"6179","PTGES3"
"6180","PTGFRN"
"6181","PTGIR"
"6182","PTGIS"
"6183","PTGR1"
"6184","PTGS1"
"6185","PTGS2"
"6186","PTH1R"
"6187","PTK2"
"6188","PTK2B"
"6189","PTK6"
"6190","PTK7"
"6191","PTMA"
"6192","PTMS"
"6193","PTOV1"
"6194","PTP4A1"
"6195","PTP4A2"
"6196","PTP4A3"
"6197","PTPDC1"
"6198","PTPN1"
"6199","PTPN11"
"6200","PTPN12"
"6201","PTPN14"
"6202","PTPN18"
"6203","PTPN2"
"6204","PTPN21"
"6205","PTPN23"
"6206","PTPN3"
"6207","PTPN6"
"6208","PTPN7"
"6209","PTPRA"
"6210","PTPRB"
"6211","PTPRC"
"6212","PTPRCAP"
"6213","PTPRF"
"6214","PTPRG"
"6215","PTPRH"
"6216","PTPRK"
"6217","PTPRM"
"6218","PTPRN2"
"6219","PTPRO"
"6220","PTPRR"
"6221","PTPRS"
"6222","PTPRU"
"6223","PTRH1"
"6224","PTRHD1"
"6225","PTS"
"6226","PTTG1"
"6227","PTTG1IP"
"6228","PUDP"
"6229","PUF60"
"6230","PUM1"
"6231","PUM2"
"6232","PUM3"
"6233","PURA"
"6234","PURB"
"6235","PUS1"
"6236","PUS3"
"6237","PUS7"
"6238","PUS7L"
"6239","PVR"
"6240","PVRIG"
"6241","PWP1"
"6242","PWWP3A"
"6243","PXDC1"
"6244","PXK"
"6245","PXMP4"
"6246","PXYLP1"
"6247","PYCARD"
"6248","PYCR2"
"6249","PYGB"
"6250","PYGL"
"6251","PYGM"
"6252","PYGO2"
"6253","PYM1"
"6254","PYROXD2"
"6255","QARS1"
"6256","QDPR"
"6257","QKI"
"6258","QPCT"
"6259","QRICH1"
"6260","QSOX1"
"6261","QSOX2"
"6262","QTRT1"
"6263","R3HDM1"
"6264","R3HDM2"
"6265","R3HDM4"
"6266","RAB10"
"6267","RAB11A"
"6268","RAB11FIP2"
"6269","RAB11FIP3"
"6270","RAB11FIP5"
"6271","RAB12"
"6272","RAB13"
"6273","RAB14"
"6274","RAB15"
"6275","RAB17"
"6276","RAB18"
"6277","RAB1A"
"6278","RAB1B"
"6279","RAB20"
"6280","RAB21"
"6281","RAB22A"
"6282","RAB23"
"6283","RAB24"
"6284","RAB25"
"6285","RAB26"
"6286","RAB27A"
"6287","RAB28"
"6288","RAB29"
"6289","RAB2A"
"6290","RAB2B"
"6291","RAB30"
"6292","RAB31"
"6293","RAB32"
"6294","RAB33B"
"6295","RAB34"
"6296","RAB35"
"6297","RAB36"
"6298","RAB38"
"6299","RAB3A"
"6300","RAB3D"
"6301","RAB3GAP1"
"6302","RAB3IL1"
"6303","RAB40B"
"6304","RAB40C"
"6305","RAB43"
"6306","RAB4A"
"6307","RAB4B"
"6308","RAB5A"
"6309","RAB5B"
"6310","RAB5C"
"6311","RAB5IF"
"6312","RAB6A"
"6313","RAB6B"
"6314","RAB7A"
"6315","RAB8A"
"6316","RAB8B"
"6317","RAB9A"
"6318","RAB9B"
"6319","RABAC1"
"6320","RABEP1"
"6321","RABEP2"
"6322","RABEPK"
"6323","RABGAP1"
"6324","RABGEF1"
"6325","RABGGTA"
"6326","RABGGTB"
"6327","RABIF"
"6328","RABL2B"
"6329","RABL3"
"6330","RABL6"
"6331","RAC1"
"6332","RAC2"
"6333","RACK1"
"6334","RAD1"
"6335","RAD17"
"6336","RAD21"
"6337","RAD23A"
"6338","RAD23B"
"6339","RAD51"
"6340","RAD51D"
"6341","RAD54L"
"6342","RAD9A"
"6343","RAE1"
"6344","RAF1"
"6345","RAI1"
"6346","RAI14"
"6347","RALA"
"6348","RALB"
"6349","RALBP1"
"6350","RALGAPA2"
"6351","RALGAPB"
"6352","RALGDS"
"6353","RALGPS1"
"6354","RALGPS2"
"6355","RALY"
"6356","RAMAC"
"6357","RAMP1"
"6358","RAMP2"
"6359","RAMP3"
"6360","RAN"
"6361","RANBP1"
"6362","RANBP2"
"6363","RANBP9"
"6364","RANGAP1"
"6365","RANGRF"
"6366","RAP1B"
"6367","RAP1GAP"
"6368","RAP1GDS1"
"6369","RAP2A"
"6370","RAP2C"
"6371","RAPGEF1"
"6372","RAPGEF3"
"6373","RAPGEF4"
"6374","RAPGEF6"
"6375","RAPGEFL1"
"6376","RAPH1"
"6377","RARA"
"6378","RARG"
"6379","RARRES1"
"6380","RARRES2"
"6381","RARS1"
"6382","RASA1"
"6383","RASA2"
"6384","RASA3"
"6385","RASAL1"
"6386","RASD1"
"6387","RASEF"
"6388","RASGRP1"
"6389","RASGRP2"
"6390","RASIP1"
"6391","RASL11A"
"6392","RASL11B"
"6393","RASSF1"
"6394","RASSF2"
"6395","RASSF3"
"6396","RASSF4"
"6397","RASSF6"
"6398","RASSF7"
"6399","RAVER1"
"6400","RB1"
"6401","RB1CC1"
"6402","RBAK"
"6403","RBBP4"
"6404","RBBP6"
"6405","RBBP7"
"6406","RBCK1"
"6407","RBFA"
"6408","RBFOX2"
"6409","RBKS"
"6410","RBL2"
"6411","RBM10"
"6412","RBM12"
"6413","RBM12B"
"6414","RBM14"
"6415","RBM15"
"6416","RBM15B"
"6417","RBM17"
"6418","RBM18"
"6419","RBM22"
"6420","RBM23"
"6421","RBM25"
"6422","RBM26"
"6423","RBM28"
"6424","RBM3"
"6425","RBM33"
"6426","RBM34"
"6427","RBM38"
"6428","RBM39"
"6429","RBM4"
"6430","RBM41"
"6431","RBM42"
"6432","RBM43"
"6433","RBM45"
"6434","RBM47"
"6435","RBM48"
"6436","RBM4B"
"6437","RBM5"
"6438","RBM6"
"6439","RBM8A"
"6440","RBMS2"
"6441","RBMX"
"6442","RBMX2"
"6443","RBP1"
"6444","RBP2"
"6445","RBP4"
"6446","RBP5"
"6447","RBP7"
"6448","RBPJ"
"6449","RBPMS2"
"6450","RBSN"
"6451","RBX1"
"6452","RC3H2"
"6453","RCAN1"
"6454","RCAN2"
"6455","RCAN3"
"6456","RCC1"
"6457","RCC2"
"6458","RCE1"
"6459","RCL1"
"6460","RCN2"
"6461","RCN3"
"6462","RCOR2"
"6463","RCOR3"
"6464","RCSD1"
"6465","RDH10"
"6466","RDH11"
"6467","RDH13"
"6468","RDH14"
"6469","RDH5"
"6470","REC8"
"6471","RECK"
"6472","RECQL"
"6473","RECQL4"
"6474","REEP1"
"6475","REEP2"
"6476","REEP4"
"6477","REEP5"
"6478","REEP6"
"6479","REG4"
"6480","REL"
"6481","RELA"
"6482","RELB"
"6483","RELCH"
"6484","RELL2"
"6485","RELN"
"6486","RENBP"
"6487","REPIN1"
"6488","REPS1"
"6489","REPS2"
"6490","RER1"
"6491","RERE"
"6492","RESF1"
"6493","REST"
"6494","RETREG1"
"6495","RETREG2"
"6496","RETREG3"
"6497","RETSAT"
"6498","REV1"
"6499","REV3L"
"6500","REX1BD"
"6501","REXO1"
"6502","REXO2"
"6503","REXO4"
"6504","RFC1"
"6505","RFC2"
"6506","RFC3"
"6507","RFC4"
"6508","RFC5"
"6509","RFLNA"
"6510","RFNG"
"6511","RFT1"
"6512","RFTN1"
"6513","RFWD3"
"6514","RFX1"
"6515","RFX2"
"6516","RFX5"
"6517","RFX7"
"6518","RFXANK"
"6519","RFXAP"
"6520","RGCC"
"6521","RGL1"
"6522","RGL2"
"6523","RGL4"
"6524","RGMA"
"6525","RGMB"
"6526","RGN"
"6527","RGP1"
"6528","RGPD1"
"6529","RGS1"
"6530","RGS10"
"6531","RGS14"
"6532","RGS16"
"6533","RGS18"
"6534","RGS19"
"6535","RGS2"
"6536","RGS3"
"6537","RGS5"
"6538","RHBDD1"
"6539","RHBDD2"
"6540","RHBDD3"
"6541","RHBDF1"
"6542","RHBDF2"
"6543","RHEB"
"6544","RHEX"
"6545","RHNO1"
"6546","RHOA"
"6547","RHOBTB1"
"6548","RHOBTB2"
